,Microbe_0,Microbe_1,Microbe_2,Microbe_3,Microbe_4,Microbe_5,Microbe_6,Microbe_7,Microbe_8,Microbe_9,Microbe_10,Microbe_11,Microbe_12,Microbe_13,Microbe_14,Microbe_15,Microbe_16,Microbe_17,Microbe_18,Microbe_19,Microbe_20,Microbe_21,Microbe_22,Microbe_23,Microbe_24,Microbe_25,Microbe_26,Microbe_27,Microbe_28,Microbe_29,Microbe_30,Microbe_31,Microbe_32,Microbe_33,Microbe_34,Microbe_35,Microbe_36,Microbe_37,Microbe_38,Microbe_39,Microbe_40,Microbe_41,Microbe_42,Microbe_43,Microbe_44,Microbe_45,Microbe_46,Microbe_47,Microbe_48,Microbe_49,Microbe_50,Microbe_51,Microbe_52,Microbe_53,Microbe_54,Microbe_55,Microbe_56,Microbe_57,Microbe_58,Microbe_59,Microbe_60,Microbe_61,Microbe_62,Microbe_63,Microbe_64,Microbe_65,Microbe_66,Microbe_67,Microbe_68,Microbe_69,Microbe_70,Microbe_71,Microbe_72,Microbe_73,Microbe_74,Microbe_75,Microbe_76,Microbe_77,Microbe_78,Microbe_79,Microbe_80,Microbe_81,Microbe_82,Microbe_83,Microbe_84,Microbe_85,Microbe_86,Microbe_87,Microbe_88,Microbe_89,Microbe_90,Microbe_91,Microbe_92,Microbe_93,Microbe_94,Microbe_95,Microbe_96,Microbe_97,Microbe_98,Microbe_99,Microbe_100,Microbe_101,Microbe_102,Microbe_103,Microbe_104,Microbe_105,Microbe_106,Microbe_107,Microbe_108,Microbe_109,Microbe_110,Microbe_111,Microbe_112,Microbe_113,Microbe_114,Microbe_115,Microbe_116,Microbe_117,Microbe_118,Microbe_119,Group
Patient_261,89,54,56,58,58,58,55,55,57,16,9,54,57,58,55,61,9,55,54,9,50,48,58,54,54,54,54,59,63,86,54,56,57,56,56,52,56,66,55,56,53,21,60,54,50,54,87,65,88,56,55,70,56,39,12,14,53,5,91,69,57,25,57,51,64,58,54,22,82,23,55,54,57,57,88,56,59,56,59,74,56,92,54,55,57,60,54,35,54,55,58,87,25,91,13,55,53,60,32,87,58,57,52,58,88,54,11,62,81,87,55,59,56,11,61,7,10,54,51,59,case
Patient_262,58,63,60,60,64,57,56,62,59,28,32,62,60,62,60,60,48,57,63,53,61,50,63,57,59,58,56,59,57,63,62,56,61,61,60,60,57,58,61,60,58,31,55,57,64,60,35,58,22,61,57,65,57,37,49,37,57,41,59,58,61,56,54,58,61,62,53,34,30,37,58,54,55,57,53,60,61,61,55,59,58,66,59,57,53,66,56,60,53,57,62,23,56,35,50,62,58,58,55,56,66,66,57,56,46,60,53,65,50,43,57,61,61,57,52,58,34,54,61,61,case
Patient_263,59,53,54,65,55,67,59,52,61,19,14,56,53,67,52,65,33,58,52,32,57,47,66,64,50,56,59,65,55,60,54,64,53,61,66,56,70,59,57,63,58,16,61,59,54,52,63,74,55,51,63,77,55,13,11,9,59,23,58,75,55,22,61,59,61,69,59,13,63,23,59,60,63,62,60,58,55,49,65,73,58,60,58,63,59,62,60,14,56,55,55,60,17,59,30,55,58,58,20,59,64,66,56,57,59,53,8,77,60,59,49,66,52,14,71,21,30,63,57,61,case
Patient_264,57,68,68,59,66,60,62,66,59,46,48,68,68,64,67,62,50,67,68,43,63,54,61,64,70,65,66,58,67,59,66,59,66,61,65,71,59,57,66,60,66,46,61,64,67,69,10,60,17,69,64,62,65,41,44,43,68,43,54,64,68,52,62,67,66,63,61,43,31,44,67,62,58,64,48,68,64,69,60,62,67,62,63,63,67,62,63,54,63,64,68,8,51,28,56,67,64,62,44,49,69,63,65,59,24,65,39,56,49,54,73,60,68,46,51,45,43,61,67,67,case
Patient_265,62,71,68,49,69,53,62,72,51,25,30,71,67,50,72,48,28,65,70,20,66,50,49,61,68,65,57,48,65,64,71,54,71,53,48,67,53,43,69,49,62,20,47,64,70,71,61,54,64,69,50,54,67,25,26,28,64,28,65,54,68,15,49,65,50,49,57,15,63,10,68,62,49,56,68,68,65,69,52,53,72,65,65,62,64,54,57,27,58,64,71,65,15,64,12,71,67,46,12,66,53,49,61,52,62,69,15,55,61,60,69,49,67,31,53,33,13,49,67,50,case
Patient_266,59,57,56,65,57,71,60,57,65,55,50,56,59,68,57,65,40,64,60,48,59,51,66,62,56,62,62,61,56,49,58,65,60,61,69,53,64,69,61,63,62,44,60,63,64,58,15,54,22,59,65,52,60,51,46,51,63,51,57,55,57,38,70,61,67,67,60,50,29,51,64,63,63,62,49,58,58,54,64,56,59,50,63,60,62,64,64,38,63,62,60,22,42,28,40,58,66,64,47,28,64,66,64,66,23,59,48,57,39,37,54,65,57,42,37,49,57,64,62,78,case
Patient_267,55,62,62,62,61,61,71,62,60,42,46,68,64,57,59,58,52,63,64,50,65,55,58,68,65,64,71,63,61,62,64,70,62,64,57,64,61,59,66,65,67,54,61,67,66,60,39,55,30,63,62,64,65,47,51,50,70,53,52,54,62,46,60,66,54,55,69,50,38,55,66,68,61,64,46,64,61,63,64,58,65,62,66,71,66,56,67,58,71,63,63,38,55,30,51,62,65,59,50,33,53,53,66,61,38,63,54,57,33,37,63,60,65,57,35,54,49,65,64,55,case
Patient_268,66,67,65,63,61,67,57,61,64,23,20,61,63,67,62,69,22,63,59,17,61,53,70,61,66,59,57,69,62,67,63,57,60,62,63,67,71,64,59,66,61,10,68,59,65,62,65,72,63,61,63,76,55,16,35,16,62,15,65,74,59,23,63,63,70,66,61,23,66,28,59,58,65,66,62,64,66,65,64,75,62,62,60,59,62,70,57,34,59,60,60,64,18,63,31,63,57,65,17,64,73,70,57,67,66,67,45,70,69,63,62,70,62,30,72,26,12,64,66,74,case
Patient_269,56,61,60,53,62,53,62,64,60,21,22,60,63,50,62,50,34,56,61,11,62,47,51,60,56,62,63,52,62,56,61,63,64,56,50,59,47,59,65,54,58,13,50,60,60,62,56,67,65,64,53,57,64,9,20,17,62,12,57,64,64,24,54,59,48,50,58,24,52,17,63,61,58,55,57,60,59,57,56,58,63,62,61,65,59,49,60,20,62,59,65,57,37,59,31,60,63,55,27,57,47,47,62,54,59,58,34,69,53,56,61,48,61,30,68,28,24,53,59,50,case
Patient_270,54,57,60,59,63,59,58,60,60,51,49,60,58,58,62,62,43,63,60,41,63,47,59,57,60,60,59,59,59,51,65,54,63,63,59,62,65,46,59,60,61,39,61,60,64,58,28,55,30,59,58,51,61,41,45,39,59,39,52,53,60,39,55,64,62,60,60,45,30,45,63,56,59,59,43,60,65,62,61,54,58,51,60,58,59,64,53,35,56,61,59,26,33,36,42,61,58,56,38,13,60,63,56,62,28,58,42,55,12,11,58,61,60,39,17,33,46,57,60,57,case
Patient_271,68,67,72,61,66,61,62,68,57,19,28,69,67,58,68,57,16,64,66,12,63,52,57,60,68,65,64,59,67,67,64,61,68,60,57,68,55,61,68,60,63,22,61,68,64,69,71,61,63,68,54,63,67,37,24,6,66,21,61,65,65,13,59,65,54,59,63,32,68,30,66,62,58,61,62,64,69,70,59,62,69,62,64,62,69,60,60,22,66,66,67,60,30,62,28,68,66,55,35,61,56,58,65,60,66,66,26,61,70,70,68,57,69,20,58,19,17,58,65,70,case
Patient_272,6,54,51,54,56,56,57,53,53,47,43,52,56,51,54,52,52,53,55,46,54,44,50,57,54,56,57,56,51,7,54,57,57,56,50,53,53,53,54,55,56,45,53,54,54,54,18,13,25,53,54,9,56,47,47,47,55,51,3,15,55,53,55,56,52,53,56,50,35,43,56,58,55,56,28,55,52,51,54,6,55,3,55,60,55,49,54,42,55,56,56,27,44,33,44,54,54,51,47,57,51,47,56,48,34,53,44,14,60,47,56,53,51,45,67,45,51,54,54,51,case
Patient_273,66,53,52,42,53,49,53,56,47,24,38,54,54,49,54,46,24,52,57,27,55,42,47,51,50,54,53,47,53,63,55,45,55,50,46,52,49,48,54,45,55,14,41,53,61,53,63,55,64,56,43,59,52,16,15,14,54,26,65,59,55,16,40,52,50,49,47,12,65,4,55,53,41,52,64,56,53,54,41,57,52,67,54,51,53,54,50,21,49,54,53,63,19,65,27,55,55,43,9,63,51,49,51,47,65,55,22,56,65,65,51,48,53,14,55,30,22,41,53,46,case
Patient_274,79,73,71,66,68,68,70,70,66,19,27,69,68,64,69,68,26,73,65,15,71,59,66,73,70,71,73,64,69,77,72,71,68,66,68,72,65,66,70,64,70,43,64,71,73,71,77,68,77,69,58,69,70,52,14,8,71,21,76,71,69,30,62,75,67,66,73,30,75,40,72,70,64,71,75,71,67,72,62,70,72,78,72,70,69,68,72,15,70,70,71,75,35,79,31,74,71,60,21,75,66,70,73,61,78,70,33,67,74,78,65,65,69,21,67,16,32,63,73,70,case
Patient_275,86,63,58,59,59,60,59,61,57,18,16,60,60,55,60,53,21,60,57,20,59,49,53,63,63,59,58,57,58,83,58,57,59,59,57,61,52,59,60,58,63,32,57,59,56,62,81,61,87,59,56,63,59,15,12,22,58,19,88,61,58,21,58,59,54,55,62,29,80,30,59,59,62,58,87,60,55,61,62,71,61,88,57,61,58,57,60,16,62,58,61,85,23,87,31,56,58,59,32,87,54,54,59,54,86,60,21,55,79,85,59,55,60,30,57,23,27,57,60,57,case
Patient_276,52,53,50,55,53,58,53,48,58,55,50,50,50,60,50,62,44,53,50,47,52,42,61,55,48,52,53,58,50,53,51,58,55,56,61,49,57,54,52,55,51,54,53,55,52,51,10,49,13,51,54,50,53,50,53,58,53,48,57,50,51,44,54,53,62,57,55,50,16,53,53,53,55,52,46,54,52,51,57,49,55,51,53,50,53,62,57,37,51,52,53,14,37,21,39,54,51,56,44,21,64,59,54,53,24,54,47,52,29,39,49,60,50,40,41,44,57,58,55,59,case
Patient_277,62,57,59,46,60,49,60,62,50,35,28,61,55,51,56,52,41,58,58,42,60,50,49,60,54,58,57,48,60,53,58,55,57,51,46,53,48,55,58,48,58,37,47,60,59,54,15,60,27,58,42,58,60,35,42,29,59,39,60,61,59,48,43,60,50,47,57,36,27,46,57,58,45,56,50,58,58,57,46,57,57,59,62,58,57,52,56,47,56,61,61,23,43,26,47,59,60,41,44,41,51,53,59,48,24,59,44,60,41,36,54,48,59,47,40,54,34,45,59,50,case
Patient_278,62,72,73,60,66,58,67,69,56,29,41,69,67,59,68,60,25,68,66,20,69,56,60,68,73,71,67,61,63,60,68,64,62,58,62,74,61,52,69,61,68,10,59,70,65,72,62,55,57,69,56,60,68,11,28,37,66,23,63,56,68,13,55,69,63,59,66,23,61,12,66,67,60,64,61,66,65,72,58,57,65,63,66,66,68,63,64,3,65,61,66,61,26,65,15,68,63,56,31,61,60,63,66,56,60,68,9,55,57,63,68,64,67,29,50,29,27,57,68,54,case
Patient_279,8,66,64,60,62,62,56,62,61,43,40,62,64,62,64,59,52,64,64,44,61,49,62,61,66,61,59,57,63,17,62,62,65,56,62,64,58,69,63,60,62,38,58,60,62,66,20,6,27,64,59,11,58,39,40,37,58,43,15,14,62,37,63,61,64,58,59,38,27,40,61,60,58,58,3,65,65,66,61,10,66,14,59,57,65,64,59,48,59,64,64,18,53,30,48,65,63,60,47,60,66,62,60,58,26,66,46,11,63,52,67,61,65,49,55,44,38,63,60,71,case
Patient_280,53,60,64,67,62,68,62,56,66,42,40,60,60,62,61,67,54,63,57,43,65,56,66,62,62,61,60,64,60,57,61,62,60,66,64,64,72,53,58,67,61,34,68,62,59,62,51,63,50,59,64,56,62,38,47,37,60,48,54,57,58,51,63,64,61,67,62,45,48,37,62,61,65,60,50,64,64,64,63,63,60,60,60,63,63,65,59,53,61,56,60,52,50,44,55,58,62,60,46,45,63,67,58,70,50,60,48,52,45,50,61,65,60,54,50,47,35,64,63,64,case
Patient_281,54,72,73,49,73,51,62,71,49,62,56,73,71,53,74,50,58,68,72,47,69,56,51,59,71,69,59,48,69,55,70,55,71,51,52,73,54,53,70,51,66,60,47,70,75,71,52,53,50,73,50,50,66,56,50,63,68,45,53,52,69,59,52,68,52,50,59,56,45,51,67,65,45,58,40,70,73,72,47,54,69,51,67,58,66,54,60,56,62,67,70,53,53,47,48,70,66,51,44,40,58,46,66,53,52,71,45,56,39,35,71,51,72,57,29,44,54,53,67,52,case
Patient_282,50,58,64,64,60,62,57,57,61,40,34,58,57,66,57,64,47,62,57,26,61,47,67,61,57,59,57,61,56,62,57,55,59,56,69,59,65,64,55,66,57,32,62,59,60,58,35,57,42,58,62,61,58,33,32,38,57,35,54,56,58,48,64,57,65,68,55,35,38,33,59,57,63,57,42,57,60,60,63,57,56,55,59,56,59,67,57,51,55,57,58,43,49,34,56,56,59,64,34,18,70,66,56,65,46,59,39,51,21,15,57,65,56,50,28,32,41,61,59,71,case
Patient_283,4,61,65,62,61,61,61,62,64,50,47,61,60,61,61,63,42,63,63,45,64,54,64,65,67,68,61,64,57,15,61,60,62,63,64,68,62,62,62,63,64,54,65,67,63,63,46,15,33,65,63,17,64,48,43,48,67,46,17,17,63,38,64,65,63,63,62,48,35,49,64,65,61,65,15,58,62,64,61,8,58,18,63,63,66,62,61,42,64,61,58,29,38,39,43,60,63,64,41,32,65,66,60,64,45,62,43,8,35,32,67,64,63,46,42,46,51,65,63,73,case
Patient_284,15,66,67,46,65,46,59,66,45,48,45,67,67,39,67,40,47,61,65,30,62,50,42,58,66,59,57,43,65,20,65,52,68,45,38,67,44,47,66,44,61,39,41,61,62,65,58,11,51,63,39,17,60,46,34,49,58,36,5,5,65,42,41,63,32,41,59,48,45,42,61,54,43,53,19,64,67,69,41,13,65,16,63,62,64,43,56,44,58,60,64,41,39,34,47,65,63,36,36,39,40,40,59,40,40,65,38,10,24,27,66,40,65,44,28,35,48,42,59,44,case
Patient_285,56,71,71,66,71,64,67,71,63,43,48,70,68,66,74,64,40,73,71,47,72,57,66,65,71,69,61,66,70,54,71,63,71,65,64,73,67,55,68,62,66,47,65,72,69,71,40,55,34,70,63,55,68,47,46,48,66,48,58,52,67,46,62,69,65,64,63,48,36,44,70,66,64,61,43,68,73,71,64,51,68,57,69,64,65,67,62,50,61,66,67,32,44,42,43,71,67,60,43,14,67,67,63,61,31,69,46,56,10,27,72,65,70,48,11,44,49,61,69,55,case
Patient_286,53,67,66,68,66,67,62,67,69,45,42,68,67,66,65,69,48,64,64,44,65,54,68,63,73,66,67,67,62,44,69,61,66,66,70,71,68,60,67,67,65,38,72,65,63,69,43,41,39,66,70,40,63,41,43,37,67,49,51,43,66,43,65,68,71,69,67,45,41,45,63,64,71,64,43,65,65,69,69,41,64,44,63,64,61,71,63,44,63,60,64,49,44,44,52,67,61,72,51,30,71,68,62,66,38,68,40,54,22,30,66,67,66,51,36,46,46,67,69,59,case
Patient_287,60,59,58,64,60,62,62,63,61,55,50,60,61,60,61,62,47,59,61,54,59,48,62,61,58,60,63,62,60,49,62,62,58,61,59,60,60,57,59,64,61,51,60,60,61,58,20,54,28,58,58,50,59,54,50,51,61,52,55,47,60,47,58,58,59,62,63,54,25,47,63,59,59,61,44,56,60,59,57,48,58,47,58,63,62,61,59,47,62,64,61,29,45,30,41,60,63,60,49,42,59,61,63,59,17,56,56,61,41,37,58,60,60,47,40,55,51,63,59,63,case
Patient_288,52,63,61,64,61,63,65,61,64,51,47,64,61,61,62,63,36,63,57,46,65,51,62,67,60,62,63,64,62,55,66,62,61,61,59,61,64,62,63,64,64,56,61,65,67,61,61,54,59,62,60,51,67,49,49,51,63,47,51,54,63,36,64,65,60,64,65,49,54,50,65,63,65,65,40,63,61,59,63,55,63,52,62,65,63,63,63,49,59,62,62,52,38,55,39,66,66,59,48,18,62,64,65,66,54,61,51,47,29,20,59,60,60,46,24,53,45,62,65,55,case
Patient_289,45,62,60,66,66,71,69,66,66,41,45,62,66,75,61,72,36,67,63,44,67,58,71,70,60,68,69,68,65,54,64,73,65,67,76,60,69,71,65,66,69,42,65,67,59,61,38,48,39,68,71,47,69,50,45,47,70,43,41,45,65,43,70,68,75,72,67,45,40,47,67,69,66,71,38,64,64,56,69,47,65,48,68,70,69,69,74,38,75,68,64,40,40,39,42,64,68,74,40,28,70,71,69,69,40,64,44,47,28,29,65,70,64,39,28,44,43,68,67,75,case
Patient_290,53,61,60,56,61,56,61,61,57,49,52,58,61,54,60,55,43,60,63,40,62,50,60,61,58,62,61,59,54,61,62,60,62,54,54,59,52,59,62,56,60,46,53,66,64,63,23,53,30,61,54,53,65,51,43,58,62,47,53,48,63,51,56,62,53,56,60,49,34,46,64,63,56,60,44,59,62,61,55,54,60,55,66,59,62,54,60,41,58,65,60,25,43,46,42,62,62,56,39,51,55,55,63,58,34,61,41,52,62,44,62,55,60,43,57,39,51,55,59,51,case
Patient_291,75,55,55,54,58,57,61,58,57,0,5,57,57,60,56,59,0,55,57,11,54,43,57,59,56,57,59,59,57,76,56,60,57,58,61,55,55,66,59,57,59,20,54,55,54,55,75,82,73,59,57,79,56,18,1,0,60,0,74,77,59,2,57,55,61,59,59,21,75,28,59,56,55,58,73,57,56,56,58,76,58,71,60,61,60,57,61,9,59,60,61,72,30,72,0,58,61,60,29,74,56,58,59,53,75,58,16,81,79,72,57,59,59,17,82,0,3,61,56,58,case
Patient_292,43,52,53,72,53,76,55,57,74,51,47,54,50,73,51,76,45,57,54,45,55,49,76,60,52,56,55,76,49,41,55,57,52,69,75,54,77,67,54,68,55,39,71,56,54,54,69,38,67,55,75,45,57,41,44,42,56,45,45,38,53,47,77,57,78,77,55,49,55,45,60,61,73,62,39,55,46,48,72,39,54,40,57,57,52,73,60,40,55,53,52,55,43,53,38,53,57,76,48,43,75,79,56,71,44,54,42,46,50,49,51,79,51,40,46,45,47,74,57,70,case
Patient_293,52,50,50,65,51,65,56,48,65,35,42,50,53,61,50,63,49,52,51,49,48,46,61,54,53,52,54,63,53,62,48,57,48,63,65,53,61,59,51,68,55,44,65,50,47,49,37,62,42,51,66,59,53,43,44,41,51,44,54,65,52,51,66,48,62,60,55,44,47,38,50,53,66,57,49,50,53,53,67,65,50,61,48,56,50,59,53,44,59,51,51,44,45,40,40,49,50,68,42,39,57,59,52,70,32,49,40,56,34,27,52,61,53,44,28,46,33,68,52,60,case
Patient_294,50,53,58,65,56,63,57,56,62,45,49,58,54,63,58,64,45,53,52,47,55,49,60,57,58,58,58,61,55,54,52,58,54,64,61,60,62,64,55,66,53,44,67,58,54,58,31,50,32,57,66,46,61,45,46,46,56,47,53,52,57,49,67,52,57,62,55,46,31,55,56,57,69,59,45,55,57,54,68,45,56,49,57,59,54,58,55,56,57,50,52,34,49,29,56,59,54,68,47,27,56,57,51,66,29,51,47,49,26,25,60,64,56,49,23,42,51,68,50,63,case
Patient_295,71,57,57,69,63,64,62,60,62,21,24,58,59,61,61,64,35,60,65,18,61,51,65,62,57,58,63,67,62,73,61,66,63,63,63,57,67,55,61,66,60,30,65,56,62,59,73,84,75,60,67,86,60,11,24,23,60,14,74,86,61,26,66,56,61,67,62,23,73,32,57,61,69,65,73,58,64,55,66,83,60,73,63,61,59,64,60,30,60,60,61,73,24,72,33,60,57,64,19,73,64,62,61,69,72,59,20,85,76,72,61,64,58,29,87,29,21,66,57,56,case
Patient_296,49,63,64,47,65,54,58,66,52,31,36,68,63,54,66,55,33,59,65,42,63,48,54,57,65,61,56,49,65,54,63,51,66,53,52,64,53,59,63,47,61,42,46,59,67,61,56,48,53,65,48,53,59,42,43,31,61,40,50,44,63,29,46,61,57,49,56,40,48,37,62,56,49,54,38,63,66,65,51,47,62,55,57,57,59,58,57,34,57,60,66,58,35,48,39,63,59,48,47,16,56,52,59,48,47,65,41,54,13,14,62,48,66,35,7,40,33,47,62,50,case
Patient_297,54,64,64,67,62,65,63,62,64,44,40,62,61,66,63,67,50,63,63,35,63,52,65,68,62,66,63,63,63,57,63,68,63,63,63,61,62,68,63,62,65,42,62,66,66,63,17,56,15,62,61,49,64,31,27,38,64,38,53,56,61,46,66,65,67,63,70,39,19,37,66,64,64,62,45,61,62,63,68,54,63,57,64,65,64,65,67,53,64,62,66,8,50,27,50,63,67,60,44,28,67,63,68,60,24,62,44,59,25,37,61,66,60,51,35,36,41,67,66,68,case
Patient_298,70,63,62,58,64,57,59,65,59,3,9,63,63,64,64,62,12,63,64,1,61,49,61,57,64,61,61,61,65,70,61,59,62,62,61,61,63,60,63,59,63,21,57,61,65,64,69,64,70,64,58,62,57,0,0,14,60,16,69,62,62,1,56,58,64,58,61,12,70,10,60,60,56,64,68,63,66,65,57,64,63,69,57,60,63,61,61,14,62,61,63,69,10,69,21,61,56,59,16,68,66,58,60,63,71,62,5,62,72,70,65,58,67,10,62,0,19,58,60,65,case
Patient_299,83,53,56,67,55,63,52,50,62,32,18,51,57,59,54,59,18,55,53,15,55,46,61,55,57,51,54,61,54,79,57,55,58,58,59,55,61,58,52,64,58,1,68,48,55,55,84,46,90,51,63,49,50,18,19,31,51,16,85,49,56,24,64,52,60,59,57,17,71,2,52,48,64,57,85,57,56,58,66,48,54,92,50,52,55,59,50,33,54,53,53,84,5,90,20,54,49,64,14,83,60,60,50,71,84,53,24,44,71,85,54,59,50,33,41,31,27,66,56,65,case
Patient_300,78,66,61,68,68,65,67,69,69,25,22,65,66,73,65,71,34,66,68,10,65,55,68,64,65,68,64,67,68,79,68,67,66,69,73,66,67,71,66,62,64,52,62,63,64,68,76,77,80,68,69,73,67,49,11,24,66,15,78,76,68,17,64,63,76,70,63,34,77,40,63,63,67,66,76,67,68,63,66,79,66,80,64,65,64,70,67,34,65,64,65,81,32,78,28,66,65,69,45,78,74,70,64,61,78,63,11,78,80,76,68,71,69,29,78,22,17,65,65,71,case
Patient_301,65,56,55,58,56,57,55,57,59,18,26,57,56,60,54,62,33,55,57,11,56,47,61,56,57,55,55,57,56,67,56,53,55,59,60,55,60,51,55,57,58,18,59,52,61,55,65,73,55,58,60,74,55,15,42,19,57,20,59,77,54,30,56,56,63,60,55,22,70,28,55,55,54,57,59,56,58,52,54,82,54,56,56,53,52,59,57,27,56,57,59,61,7,61,19,55,55,63,11,60,59,60,56,59,64,59,30,73,69,60,57,57,58,32,68,18,20,57,58,60,case
Patient_302,86,59,58,48,56,47,60,57,47,31,25,58,59,45,56,50,14,60,60,29,60,47,48,57,55,61,58,49,59,89,59,56,58,47,46,54,49,49,59,50,58,4,44,58,60,56,86,86,89,58,46,86,57,0,7,7,57,14,88,85,55,14,44,59,46,45,59,20,88,21,58,59,46,54,91,56,57,58,44,85,57,92,58,56,57,49,54,3,59,60,60,90,17,90,10,59,61,44,14,90,47,45,61,49,87,58,16,88,88,88,57,48,57,0,86,26,30,46,59,45,case
Patient_303,11,62,67,72,62,72,69,69,74,50,40,66,62,73,64,74,50,67,67,45,65,54,74,67,65,67,68,75,62,14,61,71,61,71,75,60,67,80,67,74,66,50,75,69,64,65,34,3,32,68,79,19,69,50,46,43,67,41,5,14,64,54,82,66,75,72,65,46,33,42,66,71,77,65,12,62,63,64,79,18,62,20,68,68,63,69,71,55,66,65,65,34,56,22,52,62,67,80,46,32,69,69,68,65,27,64,47,11,40,25,66,74,63,52,28,49,51,75,66,71,case
Patient_304,14,61,62,67,61,68,61,58,69,56,57,58,55,70,61,70,42,63,60,47,61,46,70,65,60,63,57,67,59,15,62,60,59,64,68,60,71,71,60,65,59,52,66,61,62,60,35,6,28,62,70,13,60,56,54,57,63,59,1,10,59,40,68,60,73,68,57,58,27,55,62,63,68,62,14,60,58,57,67,16,61,12,63,59,60,71,61,45,58,60,59,32,42,19,44,61,62,69,52,39,72,71,60,67,39,62,45,12,53,51,62,70,57,47,56,52,51,69,61,61,case
Patient_305,62,58,61,68,60,69,61,57,68,17,21,56,59,65,56,66,25,56,57,14,59,52,67,66,61,61,65,69,54,63,57,70,57,66,66,57,70,73,59,72,59,4,66,61,57,59,63,65,58,56,69,71,57,15,30,37,61,28,63,68,57,24,70,59,63,69,65,21,66,19,59,65,70,63,64,59,55,56,70,70,60,63,63,68,60,64,64,34,62,58,56,63,30,62,39,60,61,65,14,64,64,64,63,67,62,58,9,63,64,61,57,68,55,13,63,31,21,70,60,64,case
Patient_306,79,67,63,58,62,59,60,64,61,26,32,65,61,59,62,57,18,63,63,26,60,54,61,62,64,62,60,58,69,78,64,61,61,63,59,62,59,71,61,57,62,23,56,65,63,64,78,71,77,63,59,78,61,17,11,7,62,8,79,73,66,21,57,62,63,60,59,31,83,30,62,62,56,62,78,66,61,64,59,74,64,76,61,63,60,60,64,19,60,62,65,79,27,78,10,65,61,57,34,81,58,65,62,58,78,63,29,68,80,81,63,61,64,23,70,19,9,59,64,60,case
Patient_307,52,61,58,58,59,58,59,59,58,18,15,59,62,65,59,63,11,61,61,0,61,49,61,61,58,58,59,59,61,51,60,62,62,56,64,58,61,66,61,57,59,13,55,59,61,60,52,53,53,61,59,54,59,35,12,15,60,6,51,52,62,15,58,61,67,63,58,43,53,33,58,62,58,60,52,63,57,57,61,56,61,51,58,60,59,65,62,22,59,60,60,51,13,53,11,61,60,61,20,53,66,64,59,57,53,58,8,54,49,52,56,63,57,8,52,0,11,57,61,54,case
Patient_308,48,51,53,47,52,44,50,51,47,37,38,49,51,51,54,49,49,52,51,46,48,45,46,46,47,54,48,45,55,54,54,50,55,48,47,50,47,58,51,50,48,36,43,51,55,51,36,59,31,52,43,56,50,37,44,45,46,44,51,59,54,44,43,50,49,48,47,42,27,44,52,49,40,50,44,55,56,50,46,57,53,58,51,50,52,47,49,44,48,54,52,31,46,29,45,55,54,44,47,47,52,50,48,47,27,53,46,46,54,53,50,45,51,43,52,41,37,42,50,46,case
Patient_309,69,61,61,44,60,45,58,61,46,18,16,60,62,44,64,42,6,60,63,6,57,47,41,55,59,61,58,44,64,70,62,53,62,49,43,61,43,46,64,46,58,18,45,62,62,61,72,65,68,61,43,60,59,12,16,13,58,15,69,65,61,17,45,58,41,45,58,8,70,17,61,58,46,54,70,61,60,63,42,59,61,70,59,58,62,43,57,0,59,62,63,69,14,73,24,64,60,47,20,68,40,43,59,48,69,60,25,66,70,72,58,42,64,24,61,17,15,43,56,44,case
Patient_310,88,60,61,65,57,68,66,59,66,40,21,62,56,67,57,64,10,63,58,26,61,53,63,69,60,64,63,64,54,86,57,67,54,65,64,61,64,70,62,64,62,21,66,66,57,59,88,67,95,58,65,66,60,13,5,16,64,16,92,68,56,11,70,63,64,66,67,2,80,29,65,66,67,66,93,58,56,58,65,66,60,95,64,66,63,65,67,15,67,60,57,92,25,94,14,58,64,64,20,92,60,66,63,63,89,59,17,65,82,90,57,67,58,19,64,19,20,66,65,66,case
Patient_311,49,60,57,79,56,76,62,60,82,38,34,57,60,73,58,73,50,62,59,43,59,54,72,65,56,57,64,72,57,48,58,68,57,79,73,55,74,71,56,76,63,41,77,56,58,58,38,52,40,59,78,53,62,39,39,34,60,38,46,48,58,52,83,59,77,74,63,37,26,30,57,65,77,66,41,54,56,53,83,48,58,50,59,60,60,71,63,59,67,63,59,42,53,30,57,59,60,87,44,46,74,72,62,86,27,60,43,46,33,29,58,77,58,50,30,42,38,81,63,76,case
Patient_312,78,61,63,61,64,56,60,67,54,15,4,65,61,54,65,59,30,61,65,12,66,53,57,60,64,62,60,56,61,79,65,54,66,60,53,66,58,57,64,58,60,31,58,60,65,63,78,72,79,66,60,74,62,29,31,5,62,9,77,76,63,16,55,65,57,57,55,16,77,37,59,60,59,60,83,64,64,63,57,73,62,79,62,60,60,58,57,16,58,64,61,78,10,79,15,63,61,56,18,80,57,58,60,59,78,62,23,67,78,80,65,55,61,16,68,19,13,55,62,49,case
Patient_313,77,65,66,62,65,62,63,66,66,17,13,67,62,58,67,61,32,63,64,3,62,54,63,61,68,66,65,64,60,74,65,61,65,65,63,68,64,61,64,62,64,14,65,62,64,66,72,73,71,66,67,74,64,24,13,17,65,23,69,73,63,7,63,64,59,61,63,15,76,23,60,65,69,64,67,63,62,64,65,77,60,70,63,63,62,60,63,22,66,61,62,69,17,71,15,62,62,65,15,70,58,59,62,62,75,63,4,71,75,73,66,62,64,14,71,11,20,62,65,59,case
